Surveyor,Year,Date,Plot Number,Treatment,Quadrat,L1,L2,Absorption,Height,BioMass Alive,Biomass Dead,Bare,Moss,Fescue,Onion Couch,Cocksfoot,Blue Sedge,Luzula campestrus,Lady's Bedstraw,Birdsfoot Trefoil,White Clover,Red Clover,Yarrow,Eyebright,Yellow Rattle,Ribwort Plantain,Autumnalis,Catsear,Sheeps sorrel,Marsh Orchid,Common Milkwort,Kidney Vetch,Ragwort,Buttercup,Holcus molinia,Horsetail,Mayweed,Sea carrot,Sand Sedge,Chickweed,Black Napweed,Wild thyme,Pyramidal Orchid,Wild angellica,Couch grass?,Perrennial Ryegrass,Self heal,Sea Sandwort,Poa sp.,Fairy flax,Crested Hair Grass,Dandilion,Hogweed,Meadowsweet,Sand Couch X Sea Couch
AT,2022,June 2022',20,No Graze,North,1126,186,940,7.4,32.08,7.09,0,60,68,0,0,0,0,11,2,1,0,0,0,0,5,3,0,0,2,0,12,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
AT,2022,June 2022',20,No Graze,West,1195,25,1170,10.3,32.08,7.09,0,66,75,0,0,0,1,9,1,0,2,0,0,0,3,0,2,0,0,0,13,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',10C,Graze,South,1097,432,665,28.3,N/A,N/A,0,1,10,20,60,0,0,30,30,18,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2018,June 2019',10C,Graze,West,1783,185,1598,31,N/A,N/A,2,1,10,30,60,0,0,10,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,15,0,0,0,0,3,0,0,0,0,0,0
AT,2018,June 2019',10C,Graze,East,1696,387,1309,23,N/A,N/A,0,1,10,25,50,0,0,12,3,0,0,0,0,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2018,June 2019',10C,Graze,North,1774,934,840,23.2,N/A,N/A,0,30,30,8,40,7,0,10,4,0,0,0,0,7,25,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2019,June 2019',10C,Graze,West,1034,161,873,15.7,26.15,13.35,0,20,35,20,30,18,0,15,8,2,0,4,3,18,18,6,0,0,0,2,0,0,4,3,0,0,8,2,2,0,0,0,0,0,0,0,0,8,0,5,1,0,0,0
AT,2019,June 2019',10C,Graze,South,1214,340,874,10.5,26.15,13.35,0,25,40,20,20,20,0,10,6,0,0,3,0,8,18,8,2,0,0,0,0,0,3,0,0,0,4,1,2,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0
AT,2019,June 2019',10C,Graze,North,874,337,537,8.1,26.15,13.35,0,25,40,15,20,25,0,20,10,2,3,3,1,20,30,15,8,0,0,3,0,0,5,0,0,0,0,2,3,1,0,0,0,0,0,0,0,10,0,0,1,0,0,0
AT,2019,June 2019',10C,Graze,East,818,219,599,7.7,26.15,13.35,0,25,40,21,25,20,0,15,2,4,4,1,2,10,15,6,0,0,0,2,0,0,3,0,0,0,3,2,1,0,0,0,0,0,0,0,0,7,0,0,1,4,0,0
AT,2020,June 2020',10C,Graze,South,1038,310,728,7.8,13.94,1.28,0,5,35,7,2,0,0,10,7,4,8,2,2,7,7,2,0,1,0,2,0,2,2,6,0,0,2,12,4,0,0,0,0,0,3,0,0,7,0,0,2,0,0,0
AF,2020,June 2020',10C,Graze,West,972,158,814,14.6,13.94,1.28,0,5,10,10,5,0,0,8,20,8,12,0,1,15,25,2,0,1,0,1,0,0,1,1,0,0,1,18,0,0,0,0,0,0,0,0,0,20,1,0,2,0,0,0
AT,2020,June 2020',10C,Graze,North,997,246,751,8.3,13.94,1.28,0,6,25,15,20,0,15,3,3,3,0,2,20,8,1,0,0,0,0,0,0,2,3,0,0,0,1,12,2,2,0,0,0,3,2,0,0,20,0,0,4,0,5,0
AT,2020,June 2020',10C,Graze,East,940,134,806,8.7,13.94,1.28,0,8,10,5,0,0,7,25,3,10,0,5,20,8,0,0,0,0,0,0,0,2,3,0,0,0,0,20,2,3,0,0,0,0,2,0,0,25,1,0,2,0,0,0
AT,2021,June 2021',10C,Graze,North,1098,276,822,13.2,84.5,12.6,3,2,59,7,3,0,2,13,6,2,5,0,2,11,13,4,1,0,0,2,0,0,2,0,0,0,3,6,0,2,0,0,0,1,0,0,0,12,1,0,3,0,3,0
AT,2021,June 2021',10C,Graze,West,910,105,805,14.1,84.5,12.6,3,3,21,4,2,3,0,6,6,80,7,0,2,18,5,2,0,1,0,2,0,0,2,0,0,0,3,6,2,1,0,0,0,0,0,0,0,3,2,0,4,0,0,0
AT,2021,June 2021',10C,Graze,South,944,350,594,9.5,84.5,12.6,2,4,21,3,3,2,0,3,2,4,6,7,3,10,29,1,0,0,1,0,0,0,1,2,0,1,0,15,2,2,0,0,0,0,0,0,0,2,3,0,3,0,0,0
AT,2021,June 2021',10C,Graze,East,918,239,679,12.1,84.5,12.6,6,38,13,3,1,4,0,11,16,4,3,0,2,6,4,0,0,0,0,0,0,0,2,1,0,0,2,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2022,June 2022',10C,Graze,West,1041,212,829,10.8,24.03,0.78,0,1,22,7,7,2,1,6,8,3,5,0,3,17,2,2,1,0,0,2,0,0,2,1,0,0,4,36,0,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0
AT,2022,June 2022',10C,Graze,East,1045,203,842,7.8,24.03,0.78,0,1,46,1,1,0,1,10,1,3,6,0,7,13,3,1,1,0,0,2,0,0,3,4,0,0,4,32,0,2,0,0,0,4,0,0,0,5,0,0,1,0,2,0
AT,2022,June 2022',10C,Graze,North,1037,222,815,9.3,24.03,0.78,0,2,15,2,1,2,1,6,3,3,4,0,8,28,5,3,3,0,0,2,0,0,2,0,0,0,2,34,0,4,0,0,0,0,0,0,0,2,1,0,2,0,0,0
AT,2022,June 2022',10C,Graze,South,1030,210,820,9.9,24.03,0.78,0,4,7,0,2,0,1,3,1,3,4,0,7,26,3,2,2,0,0,3,0,0,3,0,0,0,13,35,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0
AT,2018,June 2019',11C,Graze,West,364,165,199,188,N/A,N/A,0,25,12,8,50,3,0,40,5,0,10,0,0,0,4,3,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',11C,Graze,North,386,81,305,243,N/A,N/A,10,25,12,12,50,6,1,40,12,2,5,3,0,4,15,0,0,3,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',11C,Graze,South,509,207,302,146,N/A,N/A,0,30,25,6,45,5,1,25,7,0,3,0,0,2,7,8,0,3,0,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',11C,Graze,East,616,145,471,188,N/A,N/A,0,30,25,12,45,10,2,55,9,0,10,0,0,6,20,0,0,6,0,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2019,June 2019',11C,Graze,South,679,135,544,6.2,18.96,9.18,0,10,25,6,8,8,1,40,2,0,10,0,0,2,10,4,0,1,0,3,0,0,4,12,0,0,6,2,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0
AT,2019,June 2019',11C,Graze,North,910,269,641,11.8,18.96,9.18,0,10,30,10,6,18,0,22,6,2,6,0,3,4,11,5,0,4,0,1,0,0,3,10,0,0,6,2,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0
AT,2019,June 2019',11C,Graze,West,726,151,575,12.1,18.96,9.18,0,20,30,10,20,20,0,28,1,0,7,0,0,0,10,5,0,1,0,1,0,0,1,3,0,0,5,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
AT,2019,June 2019',11C,Graze,East,757,297,460,7.8,18.96,9.18,0,22,20,20,4,15,0,50,4,0,8,0,4,10,11,4,0,3,0,1,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
AF,2020,June 2020',11C,Graze,North,1007,19,988,15.2,18.16,1.5,1,2,1,1,4,0,0,14,6,1,4,0,1,10,15,0,0,1,0,0,0,0,2,1,0,0,1,20,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0
AT,2020,June 2020',11C,Graze,West,922,91,831,11,18.16,1.5,7,10,20,2,1,0,1,11,4,1,30,10,2,5,15,2,0,1,0,2,0,0,3,3,0,0,0,20,0,2,0,0,0,0,0,0,0,11,0,0,1,0,0,0
AT,2020,June 2020',11C,Graze,East,1110,304,806,11,18.16,1.5,2,10,10,3,1,0,2,4,12,2,17,0,3,2,9,3,0,2,0,2,0,0,2,2,0,0,2,22,2,2,0,0,0,0,0,0,1,18,0,0,0,0,0,0
AT,2020,June 2020',11C,Graze,South,915,224,691,9.5,18.16,1.5,0,20,20,3,0,0,2,25,2,0,35,0,0,2,7,0,0,2,0,2,0,0,2,4,0,0,0,6,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
AT,2021,June 2021',11C,Graze,North,1050,253,797,19.8,24.28,1.64,3,6,9,16,5,2,1,10,16,2,7,1,3,5,14,0,2,4,0,6,0,0,2,4,0,0,3,8,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
AT,2021,June 2021',11C,Graze,East,1020,231,789,13,24.28,1.64,4,11,11,2,3,0,0,18,5,4,5,0,5,33,6,5,0,2,2,4,2,0,4,3,0,0,3,16,2,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0
AT,2021,June 2021',11C,Graze,West,1263,538,725,14.3,24.28,1.64,4,18,17,6,2,1,2,22,18,1,8,9,0,13,7,1,0,3,0,3,0,0,2,3,0,0,2,12,1,2,0,0,0,0,0,0,0,12,1,0,2,0,0,0
AT,2021,June 2021',11C,Graze,South,1090,408,682,8.7,24.28,1.64,4,21,11,10,6,0,2,42,2,1,11,0,0,1,14,3,0,5,0,6,0,0,2,7,0,0,3,12,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
AF,2022,June 2022',11C,Graze,North,1049,212,837,11.4,23.86,0.85,0,1,15,1,25,4,2,12,25,2,5,0,1,17,8,0,0,2,0,0,1,0,4,0,0,0,2,41,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
AT,2022,June 2022',11C,Graze,South,1070,148,922,11.6,23.86,0.85,0,2,52,3,5,0,1,27,3,2,8,0,2,2,4,1,2,2,0,1,0,0,2,8,0,0,3,22,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2022,June 2022',11C,Graze,West,1047,199,848,9,23.86,0.85,3,2,30,8,2,3,2,16,20,0,8,3,2,16,10,0,0,2,0,1,0,0,3,4,0,0,2,32,3,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0
AT,2022,June 2022',11C,Graze,East,1000,363,637,11.8,23.86,0.85,3,3,12,1,5,3,2,6,37,2,8,2,2,24,7,1,0,2,0,3,0,0,2,3,0,0,2,17,1,3,1,0,0,0,0,0,0,3,2,0,0,0,0,0
AT,2018,June 2019',12C,Graze,West,637,255,382,11.5,N/A,N/A,0,30,35,6,20,25,3,40,10,0,3,0,0,4,25,3,0,0,0,0,2,6,5,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',12C,Graze,North,504,258,246,22.8,N/A,N/A,0,30,35,6,20,25,3,40,10,0,3,0,0,4,25,3,0,0,0,0,2,6,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',12C,Graze,South,873,327,546,23.1,N/A,N/A,0,45,40,6,25,10,2,20,4,3,0,0,0,3,10,4,0,1,0,1,2,4,5,0,0,0,0,12,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',12C,Graze,East,438,120,318,26,N/A,N/A,0,50,50,6,15,12,1,30,8,0,15,0,4,2,7,4,0,0,0,1,0,2,4,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
YB,2019,June 2019',12C,Graze,West,363,291,72,5.4,26.24,4.39,1,50,50,5,3,10,3,10,2,2,0,1,1,2,5,3,0,0,2,0,3,0,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
AT,2019,June 2019',12C,Graze,East,541,245,296,7.3,26.24,4.39,2,55,50,4,0,7,1,15,3,0,7,1,1,0,9,6,5,0,0,1,0,0,2,0,0,0,3,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
YB,2019,June 2019',12C,Graze,South,380,228,152,4.7,26.24,4.39,1,60,70,2,0,15,2,12,3,0,2,2,1,3,5,2,1,0,0,2,3,0,2,0,0,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2019,June 2019',12C,Graze,North,545,237,308,7.3,26.24,4.39,3,60,60,4,2,8,1,11,3,1,4,1,0,1,8,4,2,0,1,0,2,0,2,0,0,0,3,4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
AT,2020,June 2020',12C,Graze,South,1491,654,837,6.4,12.62,2.3,0,30,60,0,0,1,2,20,5,0,7,1,1,1,4,5,3,0,0,2,6,0,2,5,0,0,2,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
AT,2020,June 2020',12C,Graze,West,1391,489,902,5.4,12.62,2.3,4,40,55,4,0,0,1,20,3,0,0,0,2,0,3,4,2,0,0,1,35,0,3,2,0,0,1,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
AT,2020,June 2020',12C,Graze,North,1382,578,804,7.4,12.62,2.3,8,40,50,0,0,0,1,6,3,4,4,2,2,1,4,4,11,0,0,1,4,0,2,2,0,0,2,22,2,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0
AT,2020,June 2020',12C,Graze,East,1312,500,812,7.1,12.62,2.3,4,40,45,5,0,0,2,17,3,0,25,2,2,0,7,4,4,0,0,1,2,0,3,1,0,0,2,12,2,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0
AT,2021,June 2021',12C,Graze,East,1370,322,1048,9.3,29.9,0.32,11,6,19,0,2,4,1,7,3,0,11,2,1,2,12,2,4,0,0,1,18,0,2,4,0,0,0,20,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0
AT,2021,June 2021',12C,Graze,South,1702,863,839,14.6,29.9,0.32,10,7,36,0,2,3,2,10,3,0,21,3,1,1,9,3,1,0,0,2,18,0,2,7,0,0,3,18,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
AF,2021,June 2021',12C,Graze,West,1245,455,790,8.2,29.9,0.32,4,8,60,1,0,2,4,16,9,0,1,1,1,0,6,4,7,0,0,1,20,0,3,5,0,0,2,25,1,0,0,0,0,0,0,0,0,4,0,0,0,0,54,0
AF,2021,June 2021',12C,Graze,North,1305,556,749,7.3,29.9,0.32,0,45,30,0,2,2,3,22,9,2,2,0,2,1,5,3,4,0,0,1,19,0,1,2,0,0,1,20,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0
AT,2022,June 2022',12C,Graze,West,1018,123,895,7.5,34.48,4.79,0,1,28,0,1,3,1,12,5,1,3,0,1,2,9,7,3,0,0,1,6,0,1,2,0,0,1,14,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0
AF,2022,June 2022',12C,Graze,East,1008,462,546,7,34.48,4.79,3,11,71,0,1,2,1,16,3,2,6,1,3,2,2,2,2,0,0,1,1,0,2,3,0,0,2,9,1,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0
AT,2022,June 2022',12C,Graze,North,975,267,708,1.4,34.48,4.79,4,24,58,0,2,2,1,11,5,0,4,1,2,2,3,1,4,0,0,0,13,0,2,7,0,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF,2022,June 2022',12C,Graze,South,213,109,104,3.3,34.48,4.79,0,40,46,0,8,9,3,19,2,1,8,0,2,0,26,3,2,1,0,2,12,0,3,3,0,0,3,21,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
AT,2018,June 2018',13C,Graze,West,347,239,108,9,N/A,N/A,2,35,40,7,0,6,1,45,3,0,0,0,5,1,12,10,2,0,0,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2018',13C,Graze,North,408,241,167,11.4,N/A,N/A,2,40,50,10,0,6,0,40,4,0,0,0,4,1,12,11,4,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2018',13C,Graze,East,518,402,116,10.3,N/A,N/A,2,40,50,6,0,3,0,25,4,0,0,0,3,4,15,5,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2018',13C,Graze,South,406,336,70,15.5,N/A,N/A,2,45,55,6,0,0,1,40,8,0,0,0,5,3,20,10,12,0,0,5,2,10,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2019,June 2019',13C,Graze,East,203,174,29,2.8,15.5,0.62,3,15,55,0,0,4,1,8,3,0,0,0,1,1,3,5,3,0,0,1,4,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AT,2019,June 2019',13C,Graze,West,173,134,39,3.1,15.5,0.62,10,30,40,0,0,7,1,11,0,0,0,2,3,1,11,5,4,0,0,2,6,2,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
YB,2019,June 2019',13C,Graze,North,184,123,61,2.4,15.5,0.62,1,50,70,0,0,5,1,5,3,0,0,1,3,3,4,3,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
YB,2019,June 2019',13C,Graze,South,197,165,32,2.4,15.5,0.62,1,60,80,0,0,5,1,3,2,0,0,0,1,1,3,5,5,0,0,0,5,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
AF,2020,June 2020',13C,Graze,West,1268,1035,233,4,17.65,0.98,0,5,50,0,0,3,1,20,8,0,2,1,5,1,8,6,4,0,0,1,20,0,4,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
AT,2020,June 2020',13C,Graze,North,1401,1006,395,3.3,17.65,0.98,5,6,55,0,0,7,1,25,5,0,0,0,1,1,4,3,3,0,0,1,10,0,2,4,0,0,5,2,2,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0
AT,2020,June 2020',13C,Graze,South,1238,540,698,4.3,17.65,0.98,2,30,50,0,0,5,1,12,3,0,0,1,16,2,5,6,2,0,0,1,8,0,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0
AT,2020,June 2020',13C,Graze,East,1450,1276,174,5.1,17.65,0.98,4,30,30,0,0,20,2,50,3,0,0,0,2,1,2,5,4,0,0,2,5,0,1,2,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,5,0,0,0,0
AT,2021,June 2021',13C,Graze,North,1830,1565,265,4.1,8.56,0.1,2,12,45,0,0,8,1,48,3,0,5,1,5,3,4,2,5,0,2,2,24,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0
AT,2021,June 2021',13C,Graze,South,1175,857,318,2.7,8.56,0.1,4,37,62,0,0,6,1,18,2,0,0,0,4,0,3,12,3,0,0,3,15,0,2,7,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0
AF,2021,June 2021',13C,Graze,West,2080,1860,220,4.2,8.56,0.1,1,45,60,0,0,8,6,13,3,0,0,0,6,0,3,10,9,0,0,2,9,0,3,9,0,0,1,0,1,0,0,0,0,0,0,0,0,11,1,3,0,0,0,65
AF,2021,June 2021',13C,Graze,East,1874,1424,450,4.7,8.56,0.1,0,65,30,0,0,11,2,20,3,0,1,0,7,2,3,2,4,0,0,4,9,0,8,11,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0
AF,2022,June 2022',13C,Graze,West,1046,839,207,6,13.25,0.16,2,9,33,0,0,3,2,25,3,0,0,0,2,2,2,5,4,0,0,1,7,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AT,2022,June 2022',13C,Graze,South,1054,978,76,2.5,13.25,0.16,3,14,23,0,0,2,1,30,2,0,2,1,2,0,4,4,4,0,0,1,6,0,1,3,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
AF,2022,June 2022',13C,Graze,East,1042,755,287,4.3,13.25,0.16,13,31,61,0,0,4,2,42,6,0,3,0,2,2,4,3,6,1,0,2,10,0,2,4,0,0,2,2,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2022,June 2022',13C,Graze,North,1012,740,272,3.4,13.25,0.16,4,37,59,0,2,3,2,21,3,0,0,0,2,2,2,2,8,0,0,2,10,0,2,3,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
AT,2018,June 2019',14C,Graze,South,413,248,165,13.8,N/A,N/A,2,20,20,8,0,30,0,15,3,0,0,0,4,5,10,8,4,0,0,4,40,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',14C,Graze,East,401,243,158,9.4,N/A,N/A,5,25,20,4,0,30,0,15,3,0,0,0,2,3,7,10,4,0,0,5,8,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',14C,Graze,West,321,243,78,7,N/A,N/A,0,30,25,6,0,35,0,18,0,0,0,0,4,2,7,9,2,0,0,3,40,6,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
AT,2018,June 2019',14C,Graze,North,315,199,116,7.9,N/A,N/A,0,40,55,10,0,10,0,30,4,0,0,0,2,3,8,8,3,0,2,10,5,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YB,2019,June 2019',14C,Graze,East,357,235,122,2.2,32.33,2,1,30,50,0,0,3,1,10,5,0,0,0,2,3,6,5,3,0,0,2,2,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,0,3,1,2,0,0,0,0
AT,2019,June 2019',14C,Graze,North,405,299,106,3,32.33,2,2,40,55,0,0,5,1,12,8,0,0,0,5,1,11,10,2,0,0,1,3,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
AT,2019,June 2019',14C,Graze,South,455,354,101,3.5,32.33,2,2,70,70,0,0,8,0,15,1,0,0,0,2,3,8,6,1,0,0,3,7,3,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
YB,2019,June 2019',14C,Graze,West,443,312,131,1.6,32.33,2,0,80,75,0,0,5,2,5,3,0,0,0,1,1,4,5,0,0,0,2,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
AF,2020,June 2020',14C,Graze,North,1382,743,639,2.8,14.85,1.15,0,10,60,0,0,14,2,40,4,0,0,0,3,1,17,2,3,0,0,2,16,0,3,5,0,0,3,10,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0
AT,2020,June 2020',14C,Graze,East,1373,1020,353,3.6,14.85,1.15,4,20,30,0,0,16,1,10,6,0,0,0,3,0,5,22,3,0,0,2,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0
AT,2020,June 2020',14C,Graze,West,1171,820,351,4.4,14.85,1.15,2,35,50,0,0,5,1,20,3,0,0,0,1,1,3,4,0,0,0,6,11,0,2,2,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0
AT,2020,June 2020',14C,Graze,South,1207,843,364,4.3,14.85,1.15,2,60,60,0,0,15,1,12,3,0,0,0,3,1,4,3,1,0,0,1,6,0,2,1,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
AT,2021,June 2021',14C,Graze,South,1834,1770,64,4.3,4.48,0.42,3,17,56,0,0,8,2,33,2,0,0,1,4,1,3,2,1,0,2,6,6,2,2,4,0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0
AF,2021,June 2021',14C,Graze,West,1965,1945,20,3.2,4.48,0.42,5,20,25,0,0,8,6,20,8,0,0,0,7,0,6,4,12,0,0,5,11,0,2,10,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AT,2021,June 2021',14C,Graze,East,2045,1474,571,3.6,4.48,0.42,2,32,48,0,0,11,2,11,1,0,0,0,3,0,3,6,2,0,0,11,12,2,2,2,0,0,1,3,0,2,0,0,0,0,0,0,0,3,12,5,0,0,0,0
AT,2021,June 2021',14C,Graze,North,1732,1185,547,4.6,4.48,0.42,2,34,51,0,0,11,2,32,3,0,3,0,2,1,4,3,8,0,0,3,19,0,2,2,0,0,2,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AT,2022,June 2022',14C,Graze,South,1132,976,156,3.4,5.1,0.27,0,4,19,0,0,5,4,16,2,0,0,0,3,1,1,1,2,0,0,3,3,0,2,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
AT,2022,June 2022',14C,Graze,North,1033,925,108,3.7,5.1,0.27,4,9,31,0,0,6,2,46,3,0,0,0,3,2,2,4,5,0,0,1,5,0,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0
AT,2022,June 2022',14C,Graze,East,1042,936,106,2.5,5.1,0.27,2,42,60,0,0,4,2,12,2,0,0,0,3,1,2,4,6,0,0,1,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0
AF,2022,June 2022',14C,Graze,West,1086,921,165,3.6,5.1,0.27,6,53,65,0,0,4,2,11,2,0,0,0,3,2,4,2,3,0,0,2,4,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0
AT,2018,June 2019',15C,Graze,South,425,160,265,20,N/A,N/A,3,30,40,20,0,10,0,25,7,0,0,0,3,5,4,4,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',15C,Graze,East,385,223,162,8,N/A,N/A,0,30,40,11,0,12,1,18,15,0,0,3,2,2,8,8,6,0,0,3,15,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',15C,Graze,North,394,282,112,7,N/A,N/A,0,35,40,6,12,8,1,25,5,0,0,2,1,4,12,2,2,0,0,0,3,4,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',15C,Graze,West,394,212,182,10,N/A,N/A,0,50,45,10,0,10,0,25,8,0,0,0,2,2,10,0,0,0,0,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YB,2019,June 2019',15C,Graze,South,339,262,77,4.1,32.01,2.14,3,10,20,0,0,10,2,30,2,0,0,0,2,2,10,0,3,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
